Date,Open,High,Low,Close,Adj Close,Volume
2018-10-29,32.619999,32.880001,31.666700,32.053299,29.900162,38722950
2018-10-30,31.500000,33.200001,31.146700,32.993301,30.777018,43226100
2018-10-31,33.333302,33.513302,32.146702,32.833302,30.627766,24243150
2018-11-01,33.000000,33.360001,32.553299,33.293301,31.066338,22692000
2018-11-05,33.333302,33.686699,33.173302,33.653301,31.402254,25894650
2018-11-06,33.153301,33.866699,33.133301,33.866699,31.601368,24220050
2018-11-07,33.973301,34.220001,33.340000,33.900002,31.632446,23278050
2018-11-08,34.000000,34.320000,33.400002,33.433300,31.196962,21134100
2018-11-09,33.333302,34.006699,33.073299,33.853298,31.588871,23419950
2018-11-12,33.773300,34.133301,33.599998,33.946701,31.676023,13115700
2018-11-13,33.946701,34.233299,33.480000,33.820000,31.557796,19213800
2018-11-14,33.793301,34.233299,33.540001,34.113300,31.831480,27292350
2018-11-16,34.333302,35.266701,34.220001,35.166698,32.814419,28899900
2018-11-19,35.026699,35.313301,34.880001,35.146702,32.795757,19605300
2018-11-21,34.990002,35.250000,34.549999,34.689999,32.369602,15986300
2018-11-22,35.000000,35.040001,34.450001,34.610001,32.294952,6612800
2018-11-23,34.610001,34.720001,34.279999,34.570000,32.257633,11898800
2018-11-26,34.750000,35.080002,33.720001,34.000000,31.725760,21551300
2018-11-27,34.250000,35.230000,34.020000,35.150002,32.798836,17385300
2018-11-28,35.099998,36.090000,34.820000,36.029999,33.619953,19325800
2018-11-29,35.619999,36.480000,35.509998,36.349998,33.918560,14529100
2018-11-30,36.060001,36.830002,36.020000,36.020000,33.610630,21824300
2018-12-03,36.799999,36.799999,35.270000,35.549999,33.185890,23860300
2018-12-04,35.650002,36.020000,34.950001,35.509998,33.148560,23397800
2018-12-05,35.599998,35.830002,35.340000,35.529999,33.167225,14000400
2018-12-06,35.009998,35.849998,34.799999,35.849998,33.465939,18612400
2018-12-07,35.630001,36.349998,35.400002,35.560001,33.195229,16980000
2018-12-10,35.450001,35.740002,34.529999,34.610001,32.308407,15066200
2018-12-11,35.099998,35.160000,34.349998,34.919998,32.597790,19754600
2018-12-12,35.099998,35.380001,34.730000,35.160000,32.821827,32166600
2018-12-13,35.139999,35.779999,34.930000,35.779999,33.400604,16412500
2018-12-14,35.490002,35.750000,35.209999,35.520000,33.157898,12153900
2018-12-17,35.500000,35.540001,34.560001,34.570000,32.271072,14529400
2018-12-18,34.720001,35.410000,34.580002,35.119999,32.794556,14509700
2018-12-19,35.349998,35.750000,34.650002,34.650002,32.355675,14979900
2018-12-20,34.980000,35.220001,34.580002,34.639999,32.346333,27234500
2018-12-21,34.900002,35.029999,34.220001,34.480000,32.196926,28160500
2018-12-26,34.090000,34.169998,33.259998,33.730000,31.496582,19164300
2018-12-27,33.660000,34.459999,33.660000,34.299999,32.028843,13648600
2018-12-28,34.630001,35.639999,34.439999,35.500000,33.159637,13683000
2019-01-02,35.439999,37.139999,35.349998,37.000000,34.575356,25581700
2019-01-03,36.750000,37.610001,36.450001,37.610001,35.145382,21938600
2019-01-04,37.220001,37.709999,36.750000,36.980000,34.556667,24873500
2019-01-07,36.799999,37.500000,36.750000,37.049999,34.622074,16901100
2019-01-08,37.180000,37.570000,36.560001,37.520000,35.061275,19556300
2019-01-09,37.900002,38.090000,37.580002,38.090000,35.593918,20307500
2019-01-10,37.919998,38.389999,37.639999,37.830002,35.350960,24741800
2019-01-11,37.599998,37.930000,37.299999,37.599998,35.136040,13630100
2019-01-14,37.570000,37.880001,37.450001,37.880001,35.397690,17397500
2019-01-15,37.680000,37.740002,36.880001,37.290001,34.846355,41119800
2019-01-16,37.349998,37.389999,36.700001,37.180000,34.743568,17304300
2019-01-17,37.040001,37.349998,36.740002,37.180000,34.743568,25769600
2019-01-18,37.200001,37.779999,37.200001,37.660000,35.192108,21326300
2019-01-21,37.500000,37.630001,37.049999,37.349998,34.902416,7774500
2019-01-22,37.349998,37.580002,36.970001,37.290001,34.846355,12187000
2019-01-23,37.450001,37.689999,36.959999,37.540001,35.079964,27249900
2019-01-24,37.349998,37.730000,37.240002,37.490002,35.033245,21283100
2019-01-28,37.070000,38.349998,37.070000,38.160000,35.659336,22555600
2019-01-29,38.400002,38.549999,37.880001,37.880001,35.397690,15826000
2019-01-30,38.220001,38.410000,37.400002,38.119999,35.621956,19386900
2019-01-31,38.459999,39.389999,38.369999,38.779999,36.238701,26940800
2019-02-01,38.599998,39.099998,38.340000,38.810001,36.280777,13541300
2019-02-04,38.669998,39.790001,38.400002,39.689999,37.103428,17686500
2019-02-05,38.560001,38.799999,37.619999,38.000000,35.523571,71190500
2019-02-06,37.799999,37.889999,36.400002,36.400002,34.027836,39177200
2019-02-07,36.820000,37.080002,36.060001,36.529999,34.149368,30748900
2019-02-08,36.480000,37.549999,36.349998,37.310001,34.878532,30844700
2019-02-11,37.310001,37.410000,36.599998,36.889999,34.485901,18345900
2019-02-12,37.439999,37.990002,37.220001,37.770000,35.308559,22164600
2019-02-13,37.919998,37.970001,36.849998,36.910000,34.504593,31482600
2019-02-14,37.200001,37.889999,36.430000,37.889999,35.420723,32890900
2019-02-15,37.689999,37.830002,37.189999,37.500000,35.056149,26851200
2019-02-18,37.349998,37.500000,36.900002,36.900002,34.495243,17601800
2019-02-19,37.299999,38.000000,37.189999,37.750000,35.289852,22551400
2019-02-20,38.029999,38.380001,37.270000,37.270000,34.841133,28751200
2019-02-21,37.650002,37.950001,37.259998,37.950001,35.476822,25310600
2019-02-22,36.529999,36.660000,36.230000,36.660000,35.246746,17459100
2019-02-25,36.750000,36.880001,36.080002,36.099998,34.708328,12453300
2019-02-26,36.189999,36.419998,36.090000,36.230000,34.833317,8053100
2019-02-27,36.220001,36.369999,35.910000,35.910000,34.525661,10132700
2019-02-28,35.930000,36.020000,35.169998,35.230000,33.871864,18012500
2019-03-01,35.490002,35.590000,34.840000,34.840000,33.511177,16152300
2019-03-06,null,null,null,null,null,null
2019-03-07,34.799999,35.540001,34.669998,35.330002,33.982491,18963500
2019-03-08,35.119999,35.889999,34.849998,35.750000,34.386463,13565000
2019-03-11,35.849998,37.020000,35.830002,36.919998,35.511837,19995500
2019-03-12,36.919998,37.000000,36.590000,37.000000,35.588787,13109300
2019-03-13,36.820000,37.669998,36.700001,37.400002,35.973537,22202800
2019-03-14,37.400002,37.400002,36.439999,36.810001,35.406036,17809100
2019-03-15,36.730000,37.169998,36.480000,36.799999,35.396412,19106000
2019-03-18,36.860001,37.060001,36.740002,36.860001,35.454128,11303100
2019-03-19,37.000000,37.000000,36.000000,36.000000,34.626930,35023800
2019-03-20,36.060001,36.220001,35.189999,35.189999,33.847828,26182500
2019-03-21,35.310001,35.410000,34.099998,34.570000,33.251476,31558000
2019-03-22,34.049999,34.119999,33.360001,33.549999,32.270382,30631500
2019-03-25,33.490002,34.119999,33.299999,33.599998,32.318466,19909900
2019-03-26,34.000000,34.110001,33.500000,33.950001,32.655125,16071700
2019-03-27,33.430000,33.639999,32.790001,32.799999,31.548986,28321300
2019-03-28,32.900002,34.340000,32.650002,34.099998,32.799404,31144800
2019-03-29,34.520000,34.549999,33.919998,34.430000,33.116814,19700400
2019-04-01,34.700001,34.799999,34.000000,34.160000,32.871429,17229600
2019-04-02,34.250000,34.330002,33.529999,33.619999,32.351803,16358100
2019-04-03,34.040001,34.189999,33.169998,33.320000,32.063118,19468200
2019-04-04,33.689999,34.090000,33.250000,33.820000,32.544254,18053600
2019-04-05,34.000000,34.669998,33.799999,34.549999,33.246716,16192100
2019-04-08,34.599998,34.669998,34.150002,34.340000,33.044640,9190600
2019-04-09,34.200001,34.220001,33.610001,34.150002,32.861801,13385100
2019-04-10,34.400002,34.439999,33.810001,34.090000,32.804070,26315900
2019-04-11,33.820000,34.040001,33.110001,33.299999,32.043877,12091400
2019-04-12,33.000000,33.820000,32.650002,32.950001,31.707071,29457500
2019-04-15,33.240002,33.330002,32.639999,32.930000,31.687836,16527700
2019-04-16,32.720001,33.459999,32.720001,32.900002,31.658957,16992700
2019-04-17,33.000000,33.200001,32.000000,32.389999,31.168200,35979200
2019-04-18,32.520000,33.200001,32.119999,32.830002,31.591604,17515300
2019-04-22,32.770000,33.150002,32.389999,32.740002,31.504997,10063200
2019-04-23,33.000000,33.450001,33.000000,33.160000,31.909151,13401400
2019-04-24,33.180000,33.240002,32.680000,33.209999,31.957268,14647000
2019-04-25,33.020000,33.799999,32.639999,33.720001,32.448025,19588900
2019-04-26,33.810001,33.919998,33.410000,33.799999,32.525017,10071700
2019-04-29,33.950001,34.110001,33.389999,33.529999,32.265198,11055200
2019-04-30,33.689999,34.029999,33.430000,33.830002,32.553879,13501100
2019-05-02,33.669998,34.220001,33.590000,34.040001,32.770485,14629500
2019-05-03,34.200001,34.279999,33.639999,33.709999,32.452801,31030200
2019-05-06,33.340000,33.490002,32.930000,32.970001,31.740396,14639700
2019-05-07,32.700001,32.720001,31.950001,32.599998,31.384192,29106700
2019-05-08,32.740002,33.380001,32.740002,32.970001,31.740396,18049500
2019-05-09,32.570000,32.869999,32.240002,32.560001,31.345694,21662400
2019-05-10,32.490002,32.799999,32.029999,32.410000,31.201283,14490800
2019-05-13,31.719999,32.049999,31.660000,31.900000,30.710302,19063500
2019-05-14,32.070000,32.180000,31.629999,31.750000,30.565897,13339700
2019-05-15,31.510000,31.850000,31.139999,31.850000,30.662163,21154800
2019-05-16,31.500000,31.670000,31.160000,31.440001,30.267456,18017400
2019-05-17,31.370001,32.000000,31.110001,31.500000,30.325214,23815600
2019-05-20,31.700001,32.380001,31.389999,32.320000,31.114637,24166700
2019-05-21,32.400002,33.590000,32.360001,33.570000,32.318016,23455000
2019-05-22,33.700001,33.799999,32.970001,33.599998,32.346897,13175500
2019-05-23,33.389999,33.720001,33.130001,33.529999,32.279507,15793700
2019-05-24,33.799999,33.849998,33.009998,33.029999,31.798159,11538100
2019-05-27,33.330002,33.580002,33.029999,33.150002,31.913679,10607500
2019-05-28,33.279999,34.080002,33.119999,34.080002,32.808998,32564800
2019-05-29,33.849998,34.889999,33.849998,34.720001,33.425121,28132700
2019-05-30,34.810001,35.220001,34.680000,35.080002,33.771706,15947600
2019-05-31,34.889999,35.400002,34.750000,35.000000,33.694691,18216700
2019-06-03,35.200001,35.320000,34.730000,35.080002,33.786186,18939200
2019-06-04,35.200001,35.299999,34.759998,35.020000,33.728401,16554600
2019-06-05,35.090000,35.160000,34.270000,34.340000,33.073475,12193600
2019-06-06,34.689999,34.889999,34.380001,34.700001,33.420200,11449900
2019-06-07,34.779999,35.279999,34.669998,35.070000,33.776546,13355900
2019-06-10,34.849998,34.869999,34.110001,34.630001,33.352776,18283400
2019-06-11,34.849998,34.980000,34.240002,34.799999,33.516502,29136500
2019-06-12,34.799999,35.119999,34.470001,34.599998,33.323883,17637000
2019-06-13,34.549999,34.580002,33.709999,33.980000,32.726757,36877200
2019-06-14,33.900002,34.070000,33.480000,33.990002,32.736385,18775100
2019-06-17,33.900002,34.320000,33.810001,33.950001,32.697857,15638100
2019-06-18,34.349998,34.830002,34.180000,34.830002,33.545406,22791000
2019-06-19,34.639999,35.490002,34.470001,35.380001,34.075119,23278900
2019-06-21,35.580002,36.180000,35.500000,36.180000,34.845608,27455000
2019-06-24,36.240002,36.500000,35.790001,36.099998,34.768566,22715800
2019-06-25,36.000000,36.230000,35.480000,35.650002,34.335167,23790600
2019-06-26,35.849998,36.500000,35.730000,36.500000,35.153801,32869700
2019-06-27,36.200001,36.430000,35.700001,36.250000,34.913033,20630300
2019-06-28,36.450001,36.590000,36.139999,36.259998,34.922665,17615100
2019-07-01,36.770000,36.770000,35.939999,36.080002,34.763680,15922800
2019-07-02,36.049999,36.320000,35.709999,35.950001,34.638424,18830100
2019-07-03,35.700001,36.650002,35.630001,36.570000,35.235806,17651400
2019-07-04,36.770000,37.500000,36.709999,36.990002,35.640476,23138400
2019-07-05,36.840000,37.450001,36.669998,37.400002,36.035519,14345800
2019-07-08,37.470001,37.500000,37.060001,37.299999,35.939171,9918400
2019-07-10,37.529999,37.720001,36.950001,37.200001,35.842819,22765400
2019-07-11,36.970001,37.150002,36.580002,37.150002,35.794647,15289000
2019-07-12,37.450001,37.459999,36.459999,36.459999,35.129818,18723300
2019-07-15,36.680000,36.700001,36.119999,36.360001,35.033466,16642300
2019-07-16,36.400002,36.650002,36.209999,36.500000,35.168354,17844700
2019-07-17,36.590000,36.919998,36.380001,36.400002,35.072002,23122700
2019-07-18,36.470001,37.369999,36.459999,37.369999,36.006611,16209600
2019-07-19,37.080002,37.279999,36.400002,36.400002,35.072002,17145500
2019-07-22,36.689999,37.250000,36.619999,37.020000,35.669384,18663100
2019-07-23,37.250000,37.549999,36.730000,37.380001,36.016247,21128500
2019-07-24,37.500000,37.750000,37.130001,37.349998,35.987347,14689500
2019-07-25,37.650002,37.650002,35.980000,36.200001,34.879299,22380700
2019-07-26,36.480000,37.080002,36.009998,36.849998,35.505585,23826000
2019-07-29,36.759998,37.270000,36.450001,37.000000,35.650116,20228700
2019-07-30,36.799999,36.799999,35.660000,35.770000,34.464989,44206600
2019-07-31,35.740002,35.779999,34.700001,34.820000,33.549644,35542000
2019-08-01,35.209999,36.119999,34.880001,34.880001,33.621944,32801400
2019-08-02,35.000000,35.200001,34.580002,34.930000,33.670139,27808000
2019-08-05,34.200001,34.720001,34.040001,34.450001,33.207458,21294600
2019-08-06,34.939999,35.490002,34.799999,35.490002,34.209942,17746200
2019-08-07,35.070000,36.799999,34.959999,36.799999,35.472691,32065800
2019-08-08,37.000000,37.349998,36.669998,37.000000,35.665474,30196800
2019-08-09,36.990002,37.000000,36.349998,36.720001,35.395573,11884800
2019-08-12,36.000000,36.040001,35.189999,35.200001,33.930405,20246800
2019-08-13,35.180000,36.119999,35.119999,35.889999,34.595512,13635000
2019-08-14,35.400002,35.570000,35.020000,35.099998,33.834003,20769200
2019-08-15,35.480000,35.480000,34.810001,35.000000,33.737614,19086500
2019-08-16,34.799999,34.860001,34.130001,34.349998,33.637341,14343000
2019-08-19,34.650002,34.869999,33.910000,34.200001,33.490456,22628600
2019-08-20,34.369999,34.450001,33.549999,33.820000,33.118332,17302100
2019-08-21,34.189999,34.340000,33.759998,34.080002,33.372944,19548800
2019-08-22,34.150002,34.330002,33.500000,33.540001,32.844147,13552000
2019-08-23,33.090000,33.900002,32.930000,33.150002,32.462238,26285900
2019-08-26,33.410000,33.430000,32.689999,33.139999,32.452442,17811500
2019-08-27,33.150002,33.930000,33.080002,33.529999,32.834354,28587300
2019-08-28,33.220001,34.090000,33.160000,33.910000,33.206467,14492900
2019-08-29,34.049999,34.470001,33.540001,34.090000,33.382729,16919500
2019-08-30,34.529999,34.560001,33.779999,33.939999,33.235851,25311700
2019-09-02,33.900002,34.189999,33.500000,33.500000,32.819477,8366100
2019-09-03,33.509998,33.810001,32.770000,32.860001,32.192478,19116300
2019-09-04,33.279999,33.310001,32.810001,33.090000,32.417816,15409600
2019-09-05,33.419998,34.660000,33.389999,34.029999,33.338711,42036200
2019-09-06,34.250000,35.230000,34.250000,35.169998,34.455555,21399400
2019-09-09,35.369999,36.299999,35.360001,36.029999,35.298084,34847900
2019-09-10,36.110001,36.290001,35.090000,35.330002,34.612309,22274700
2019-09-11,35.509998,35.680000,34.990002,35.169998,34.455555,16367700
2019-09-12,35.500000,35.599998,35.150002,35.389999,34.671082,13645700
2019-09-13,35.509998,36.410000,35.509998,35.869999,35.141331,25083000
2019-09-16,35.529999,35.619999,34.910000,35.230000,34.514339,20161300
2019-09-17,34.900002,35.450001,34.869999,35.360001,34.641701,12250100
2019-09-18,35.369999,35.639999,34.830002,35.250000,34.533928,13316300
2019-09-19,35.540001,35.830002,34.520000,34.660000,33.955917,17989000
2019-09-20,34.880001,35.099998,34.619999,34.750000,34.044086,32900200
2019-09-23,34.700001,34.720001,34.200001,34.639999,33.936314,13212100
2019-09-24,34.820000,34.889999,34.110001,34.279999,33.583645,10497600
2019-09-25,34.189999,34.919998,34.049999,34.680000,33.975513,14271700
2019-09-26,34.880001,35.700001,34.599998,35.680000,34.955193,18669400
2019-09-27,35.590000,35.639999,34.970001,35.529999,34.808243,16175900
2019-09-30,35.549999,35.790001,35.029999,35.029999,34.318398,15985400
2019-10-01,35.220001,35.310001,34.200001,34.220001,33.539219,17096300
2019-10-02,33.849998,33.939999,33.119999,33.279999,32.617916,23731200
2019-10-03,33.240002,33.599998,32.849998,33.290001,32.627720,21920200
2019-10-04,33.230000,33.500000,32.770000,33.450001,32.784531,25181500
2019-10-07,33.290001,33.639999,32.779999,32.830002,32.176868,15574100
2019-10-08,33.119999,33.270000,32.560001,32.689999,32.039646,14886100
2019-10-09,32.990002,33.439999,32.630001,33.209999,32.549309,12442900
2019-10-10,33.099998,33.560001,33.009998,33.450001,32.784531,10893700
2019-10-11,33.599998,34.279999,33.590000,33.880001,33.205978,19970500
2019-10-14,33.810001,34.540001,33.720001,34.450001,33.764641,10268800
2019-10-15,34.480000,34.639999,34.189999,34.369999,33.686226,15976800
2019-10-16,34.470001,34.980000,33.830002,34.860001,34.166477,17662300
2019-10-17,34.849998,35.130001,34.320000,34.650002,33.960663,17054300
2019-10-18,34.619999,34.619999,34.150002,34.240002,33.558815,11418100
2019-10-21,34.259998,34.869999,33.990002,34.799999,34.107677,16378000
2019-10-22,34.770000,35.889999,34.669998,35.880001,35.166191,35538100
2019-10-23,35.590000,36.750000,35.509998,36.389999,35.666046,34380200
2019-10-24,36.459999,36.830002,36.130001,36.560001,35.832664,27250700
2019-10-25,36.549999,37.130001,36.340000,36.799999,36.067890,18955500
2019-10-28,36.650002,37.529999,36.529999,37.299999,36.557941,20976400
2019-10-29,37.090000,37.230000,36.570000,36.639999,35.911068,16557800
2019-10-30,36.470001,37.000000,35.910000,36.869999,36.136494,23575800
2019-10-31,36.299999,36.669998,35.680000,36.230000,35.509228,26038300
2019-11-01,36.660000,36.910000,35.910000,36.349998,35.641594,18958400
2019-11-04,36.450001,36.750000,36.240002,36.470001,35.759262,10065400
2019-11-05,37.639999,37.990002,36.799999,37.099998,36.376984,46982800
2019-11-06,37.099998,37.360001,36.570000,36.599998,35.886719,19030900
2019-11-07,36.779999,36.950001,36.570000,36.820000,36.102440,15689500
2019-11-08,36.360001,36.779999,36.020000,36.270000,35.563156,15088000
2019-11-11,36.200001,36.799999,35.900002,36.430000,35.720036,17480000
2019-11-12,36.020000,36.290001,35.430000,35.810001,35.112125,19644000
2019-11-13,35.669998,35.840000,35.180000,35.450001,34.759136,17688000
2019-11-14,35.500000,35.790001,35.160000,35.680000,34.984653,14012300
2019-11-18,36.000000,36.200001,35.480000,35.520000,34.827766,13345400
2019-11-19,35.500000,35.599998,34.849998,35.130001,34.445374,17887600
2019-11-21,35.130001,35.500000,35.029999,35.490002,34.798355,26063800
2019-11-22,35.259998,35.830002,35.209999,35.730000,35.033684,16433000
2019-11-25,35.790001,35.900002,35.009998,35.220001,34.533623,15202500
2019-11-26,35.000000,35.090000,34.349998,34.500000,33.827648,26176400
2019-11-27,34.700001,34.930000,34.259998,34.700001,34.023758,19366600
2019-11-28,34.450001,34.700001,34.020000,34.599998,33.925697,15850200
2019-11-29,34.669998,34.830002,34.299999,34.799999,34.121803,16530900
2019-12-02,34.919998,35.520000,34.840000,35.279999,34.607368,16447900
2019-12-03,35.590000,35.709999,34.910000,35.290001,34.617184,15999200
2019-12-04,35.389999,36.570000,35.299999,36.560001,35.862957,34060300
2019-12-05,36.369999,37.070000,36.299999,36.509998,35.813915,29077100
2019-12-06,36.500000,36.680000,35.849998,35.849998,35.166496,28794200
2019-12-09,36.000000,36.880001,35.770000,36.549999,35.853149,26700900
2019-12-10,36.549999,36.770000,35.779999,36.020000,35.333267,21527300
2019-12-11,36.500000,36.669998,35.560001,35.599998,34.921265,37043600
2019-12-12,35.950001,36.090000,35.349998,35.590000,34.911457,23355500
2019-12-13,35.799999,36.369999,35.349998,36.310001,35.655361,27255500
2019-12-16,36.439999,36.639999,35.480000,35.480000,34.840324,21663700
2019-12-17,35.750000,36.279999,35.540001,36.020000,35.370590,19250800
2019-12-18,35.919998,36.750000,35.730000,36.480000,35.822296,40451900
2019-12-19,36.160000,36.709999,36.110001,36.660000,35.999046,22053300
2019-12-20,36.630001,36.700001,36.299999,36.500000,35.841938,24863500
2019-12-23,36.500000,36.840000,36.310001,36.840000,36.175804,11691500
2019-12-26,36.799999,37.400002,36.650002,37.400002,36.725712,16333100
2019-12-27,37.500000,37.689999,36.910000,37.299999,36.627510,13455300
2019-12-30,37.340000,37.590000,36.860001,37.099998,36.431114,9225800
2020-01-02,37.279999,38.029999,36.990002,38.029999,37.359451,20666100
2020-01-03,37.500000,38.240002,37.450001,37.630001,36.966507,24891400
2020-01-06,37.549999,37.580002,36.910000,37.070000,36.416378,22294700
2020-01-07,37.070000,37.240002,36.209999,36.209999,35.571545,20000900
2020-01-08,36.450001,36.810001,35.619999,35.619999,34.991947,25980900
2020-01-09,35.790001,35.930000,34.520000,34.910000,34.294460,48423800
2020-01-10,35.080002,35.450001,34.570000,34.599998,33.989929,25521600
2020-01-13,35.020000,35.400002,34.740002,35.060001,34.441822,29200700
2020-01-14,34.919998,35.060001,34.630001,35.060001,34.441822,18433300
2020-01-15,34.889999,34.939999,34.400002,34.630001,34.019402,32757500
2020-01-16,34.900002,35.070000,34.419998,34.700001,34.088173,22857500
2020-01-17,34.900002,35.299999,34.730000,34.939999,34.323933,19722900
2020-01-20,34.799999,35.000000,34.160000,34.230000,33.626450,18322200
2020-01-21,34.009998,34.480000,33.439999,33.500000,32.909328,26878100
2020-01-22,33.849998,34.070000,33.500000,33.700001,33.105801,17443500
2020-01-23,33.500000,34.810001,33.400002,34.500000,33.891693,33077600
2020-01-24,34.610001,34.619999,33.950001,34.240002,33.636284,14756100
2020-01-27,33.740002,34.090000,33.410000,33.500000,32.909328,14387100
2020-01-28,33.770000,33.970001,33.299999,33.490002,32.899502,17185400
2020-01-29,33.689999,33.790001,32.919998,32.970001,32.388676,20071400
2020-01-30,32.650002,33.450001,32.580002,33.450001,32.860207,41789800
2020-01-31,32.990002,33.389999,32.540001,32.820000,32.241314,25459800
2020-02-03,33.000000,33.310001,32.790001,32.900002,32.334682,17586000
2020-02-04,33.360001,33.459999,32.900002,33.160000,32.590218,15730300
2020-02-05,33.709999,34.119999,33.360001,33.360001,32.786781,34791900
2020-02-06,33.700001,33.740002,33.110001,33.279999,32.708153,26487800
2020-02-07,33.049999,34.150002,33.000000,33.709999,33.130768,37117000
2020-02-10,33.730000,34.570000,33.680000,34.279999,33.690971,46013800
2020-02-11,35.160000,35.450001,34.639999,35.070000,34.467400,95513900
2020-02-12,35.169998,35.480000,34.759998,34.930000,34.329800,66278200
2020-02-13,34.709999,34.790001,34.200001,34.389999,33.799084,20284500
2020-02-14,34.270000,34.400002,33.669998,33.810001,33.229050,31505400
2020-02-17,33.990002,33.990002,33.360001,33.500000,32.924377,32235000
2020-02-18,33.380001,33.740002,32.970001,33.639999,33.061970,23950000
2020-02-19,33.700001,34.419998,33.520000,34.119999,33.533718,19774200
2020-02-20,34.230000,34.270000,33.830002,34.000000,33.415783,48008700
2020-02-21,32.779999,32.900002,32.450001,32.680000,32.581505,19501200
2020-02-26,null,null,null,null,null,null
2020-02-27,30.700001,32.330002,30.570000,31.070000,30.976357,61009500
2020-02-28,31.100000,32.080002,30.799999,32.000000,31.903555,56066500
2020-03-02,31.930000,32.290001,31.270000,31.879999,31.798819,51275400
2020-03-03,31.650000,31.969999,30.959999,31.299999,31.220297,43691000
2020-03-04,31.809999,31.830000,30.930000,31.600000,31.519537,31229900
2020-03-05,31.260000,31.490000,30.180000,30.520000,30.442284,30407300
2020-03-06,29.600000,30.350000,29.320000,29.870001,29.793940,32428300
2020-03-09,28.000000,28.450001,27.370001,27.799999,27.729210,47479600
2020-03-10,29.500000,29.700001,27.580000,28.490000,28.417456,44566300
2020-03-11,27.799999,28.139999,25.030001,26.170000,26.103361,48242100
2020-03-12,23.200001,24.559999,22.410000,23.600000,23.539907,58487200
2020-03-13,26.940001,27.180000,23.650000,26.209999,26.143259,89695700
2020-03-16,23.500000,25.660000,22.719999,23.799999,23.739397,62416000
2020-03-17,24.510000,26.709999,23.500000,25.200001,25.135832,70493400
2020-03-18,23.969999,24.250000,21.540001,23.450001,23.390287,83737300
2020-03-19,22.770000,23.730000,21.129999,22.850000,22.791815,73652600
2020-03-20,23.389999,23.969999,21.600000,22.049999,21.993853,73398600
2020-03-23,22.260000,22.490000,20.000000,20.520000,20.467749,53457900
2020-03-24,21.700001,23.280001,21.500000,22.500000,22.442707,51467700
2020-03-25,22.230000,24.730000,22.010000,23.600000,23.539907,43889700
2020-03-26,24.230000,24.820000,23.719999,24.250000,24.188250,50777700
2020-03-27,23.020000,24.020000,22.510000,22.969999,22.911509,41981300
2020-03-30,23.110001,24.389999,22.830000,24.110001,24.048607,30225500
2020-03-31,23.950001,24.250000,22.809999,23.090000,23.031202,40625200
2020-04-01,22.219999,22.379999,21.190001,21.400000,21.359383,44343800
2020-04-02,21.379999,22.000000,21.150000,21.500000,21.459192,39156300
2020-04-03,21.420000,21.480000,20.010000,20.660000,20.620787,37393100
2020-04-06,22.139999,22.680000,21.889999,22.180000,22.137901,39305700
2020-04-07,23.500000,23.879999,22.920000,23.000000,22.956347,38049700
2020-04-08,23.010000,24.389999,22.940001,24.180000,24.134106,40947000
2020-04-09,24.459999,24.700001,23.500000,23.500000,23.455397,37307000
2020-04-13,23.450001,24.000000,23.020000,24.000000,23.954449,21602700
2020-04-14,24.459999,25.150000,24.299999,24.299999,24.253878,33766100
2020-04-15,23.850000,24.480000,23.370001,23.400000,23.355585,34845100
2020-04-16,23.700001,23.820000,22.799999,22.809999,22.766708,31071300
2020-04-17,23.440001,23.610001,22.610001,23.219999,23.175928,25164100
2020-04-20,22.719999,22.969999,22.500000,22.639999,22.597029,28583800
2020-04-22,22.400000,23.129999,22.209999,22.370001,22.327545,48051200
2020-04-23,22.660000,22.740000,21.840000,22.049999,22.008150,41455100
2020-04-24,21.740000,21.820000,20.370001,20.879999,20.840370,68819700
2020-04-27,21.540001,22.139999,21.100000,21.570000,21.529060,38416700
2020-04-28,22.980000,23.610001,22.590000,23.350000,23.305681,58267500
2020-04-29,24.000000,24.120001,23.160000,23.660000,23.615095,31532100
2020-04-30,22.590000,23.330000,22.459999,22.770000,22.726784,46293100
2020-05-04,21.950001,22.090000,21.780001,21.889999,21.862854,32042300
2020-05-05,22.200001,23.370001,21.910000,22.700001,22.671852,51925500
2020-05-06,22.600000,22.780001,22.000000,22.240000,22.212421,29178900
2020-05-07,22.379999,22.480000,21.129999,21.440001,21.413414,52200500
2020-05-08,22.020000,22.770000,21.900000,22.320000,22.292322,35745100
2020-05-11,22.170000,23.030001,22.170000,22.379999,22.352247,38216500
2020-05-12,22.510000,22.660000,21.590000,21.610001,21.583204,43248200
2020-05-13,21.740000,21.940001,21.200001,21.600000,21.573215,34711100
2020-05-14,21.309999,22.590000,20.730000,22.549999,22.522036,61771700
2020-05-15,22.500000,22.770000,21.629999,21.629999,21.603176,37767500
2020-05-18,22.450001,22.940001,22.010000,22.670000,22.641888,49600900
2020-05-19,22.629999,22.719999,21.610001,21.690001,21.663105,40881800
2020-05-20,21.930000,21.950001,21.360001,21.600000,21.573215,41396000
2020-05-21,21.719999,22.840000,21.709999,22.840000,22.811676,60803900
2020-05-22,22.600000,23.350000,22.209999,22.959999,22.931526,51255200
2020-05-25,23.910000,24.190001,23.389999,23.959999,23.930286,28158200
2020-05-26,24.330000,24.420000,22.860001,23.010000,22.981466,53066900
2020-05-27,23.639999,23.730000,23.160000,23.730000,23.700573,36440100
2020-05-28,23.490000,24.049999,23.309999,23.309999,23.281094,23918500
